leading_item_id,following_item_id,value
VMAQSTJE,JERHKLYW,8010
UQYUIVVR,JERHKLYW,8010
ELQGMQWE,JERHKLYW,9941
LRVGFDFM,JERHKLYW,9182
WHPUAOID,JERHKLYW,8010
VUAFAIYJ,JERHKLYW,8010
QKXNTIIB,JERHKLYW,9182
XIPPENFQ,JERHKLYW,8010
FCYBOAXC,JERHKLYW,8141
XUOIQPFL,JPBRUTWP,4942313
ATLDMDBO,JPBRUTWP,4942313
LRVGFDFM,JPBRUTWP,4942313
QRKRBYJL,JPBRUTWP,4942313
UGEQLMXM,JPBRUTWP,4942313
DNMPSKTB,JPBRUTWP,4942313
VBYCLTYZ,JPBRUTWP,4942313
WQMVCOEM,JPBRUTWP,4942313
BTMOEMEP,JPBRUTWP,4942313
SDWAYPIK,JPBRUTWP,4942313
ROACSLMG,JPBRUTWP,4942313
BEZYMBBT,JPBRUTWP,4942313
LTOYKIML,JPBRUTWP,4945191
OXKURKXR,JPBRUTWP,4942313
DBWLZWNK,JPBRUTWP,4942313
SUOYXCHP,JPBRUTWP,4942313
RCBZUSIM,JPBRUTWP,4942313
IGDVVKUD,JPBRUTWP,4942313
HXYSSRXE,JPBRUTWP,4942313
UXSPKBJR,JPBRUTWP,4942313
AHMDUILJ,JPBRUTWP,4942313
JERHKLYW,JPBRUTWP,4945191
APQGTRMF,JPBRUTWP,4942313
UQYUIVVR,JPBRUTWP,4945191
ZKENOUDA,JPBRUTWP,4942443
FRHNWLNI,JPBRUTWP,4942313
WBLJNPZQ,JPBRUTWP,4942313
BJALXPFS,JPBRUTWP,4942313
GYHKIVQT,JPBRUTWP,4942313
FDXPMYGF,JPBRUTWP,4942313
ZGJXVMNI,JSLXRQOK,4566
NZKBIBNU,JSLXRQOK,4566
ELQGMQWE,JSLXRQOK,4566
DDEXPPXU,JSLXRQOK,4566
UQYUIVVR,JSLXRQOK,4566
CCLHWFWF,JSLXRQOK,4566
LPHPPJUG,JSLXRQOK,4566
KAGJCHMR,JSLXRQOK,4566
MBSBZBXA,JSLXRQOK,4566
QKXNTIIB,JSLXRQOK,4566
AHMDUILJ,KAGJCHMR,17502
LLHREMKS,KAGJCHMR,13371
LUENUFGA,KAGJCHMR,13371
FTSVTTSR,KAGJCHMR,13371
JSLXRQOK,KAGJCHMR,13371
SAAYMURU,KAGJCHMR,13371
FQCLOEXA,KAGJCHMR,13371
XIPPENFQ,KAGJCHMR,13371
YSYHGLQK,KAGJCHMR,13371
ELQGMQWE,KAGJCHMR,13371
HXYSSRXE,KEUWZRKO,384275
AXULOHBQ,KEUWZRKO,384275
VMAQSTJE,KEUWZRKO,384275
SAHWCZNH,KEUWZRKO,384275
LPHPPJUG,KEUWZRKO,388877
FQCLOEXA,KEUWZRKO,388877
DUCMGGNW,KEUWZRKO,384275
BSRMSVTC,KEUWZRKO,384275
UXSPKBJR,KEUWZRKO,388877
GYHKIVQT,KEUWZRKO,384275
BJALXPFS,KEUWZRKO,384275
WQMVCOEM,KEUWZRKO,384275
RCBZUSIM,KEUWZRKO,384275
NZKBIBNU,KEUWZRKO,384405
UQYUIVVR,KEUWZRKO,384275
IGDVVKUD,KEUWZRKO,384275
QRKRBYJL,KEUWZRKO,384275
WPQXWHYO,KEUWZRKO,384405
RAWUKQMJ,KEUWZRKO,384275
XIFHSOWQ,KEUWZRKO,384275
LSOIUSXD,KEUWZRKO,384275
WHPUAOID,KEUWZRKO,384275
SUOYXCHP,KEUWZRKO,384275
GYHKIVQT,KJNSOAHR,9697930
DEWLVASR,KJNSOAHR,9687029
ZGJXVMNI,KJNSOAHR,9687029
ZKENOUDA,KJNSOAHR,9687029
ELQGMQWE,KJNSOAHR,9687029
EVBVXETX,KJNSOAHR,9687029
RJGPVEXX,KJNSOAHR,9687029
FQCLOEXA,KJNSOAHR,9687029
DNMPSKTB,KJNSOAHR,9697930
JSLXRQOK,KJNSOAHR,9687029
SDWAYPIK,KJNSOAHR,9697930
NZKBIBNU,KJNSOAHR,9687029
WPQXWHYO,KJNSOAHR,9687029
JPBRUTWP,KJNSOAHR,9697930
OKMBFVKS,KJNSOAHR,9697930
KAGJCHMR,KJNSOAHR,9687029
LLHREMKS,KJNSOAHR,9687029
ZCELVYQU,KJNSOAHR,9687029
WBLJNPZQ,KJNSOAHR,9697930
XUOIQPFL,KJNSOAHR,9697930
ATLDMDBO,KJNSOAHR,9697930
VBYCLTYZ,KJNSOAHR,9697930
BJALXPFS,KJNSOAHR,9690564
FTSVTTSR,KJNSOAHR,9687029
ZXERAXWP,KJNSOAHR,9687029
HXYSSRXE,KJNSOAHR,9687160
VUAFAIYJ,KJNSOAHR,9687029
UIFPPCLR,KJNSOAHR,9690564
VMAQSTJE,KJNSOAHR,9690564
BUZIIBYG,KJNSOAHR,9687029
FTSVTTSR,LLHREMKS,44681
NZKBIBNU,LLHREMKS,44681
ELQGMQWE,LLHREMKS,44681
QKXNTIIB,LLHREMKS,44681
LTOYKIML,LLHREMKS,44681
ZKENOUDA,LLHREMKS,44681
VUAFAIYJ,LLHREMKS,44681
JBVHSUWY,LLHREMKS,44681
FQCLOEXA,LLHREMKS,44681
OXKURKXR,LLHREMKS,44681
JSLXRQOK,LLHREMKS,44681
GKQIJYDH,LLHREMKS,44681
RJGPVEXX,LLHREMKS,44681
ATLDMDBO,LPHPPJUG,1258825
UIFPPCLR,LPHPPJUG,1258825
QRKRBYJL,LPHPPJUG,1258825
LRVGFDFM,LPHPPJUG,1258825
BTMOEMEP,LPHPPJUG,1258825
DNMPSKTB,LPHPPJUG,1258825
GYHKIVQT,LPHPPJUG,1258825
ZGJXVMNI,LPHPPJUG,1231556
QVLMOEYE,LPHPPJUG,1258825
YSYHGLQK,LPHPPJUG,1231556
ELQGMQWE,LPHPPJUG,1231556
UGEQLMXM,LPHPPJUG,1258825
VBYCLTYZ,LPHPPJUG,1258825
FRHNWLNI,LPHPPJUG,1258825
ZKENOUDA,LPHPPJUG,1231556
UXSPKBJR,LPHPPJUG,1258825
XUOIQPFL,LPHPPJUG,1258825
BEZYMBBT,LPHPPJUG,1258825
APQGTRMF,LPHPPJUG,1258825
SDWAYPIK,LPHPPJUG,1258825
RCBZUSIM,LPHPPJUG,1258825
HXYSSRXE,LPHPPJUG,1258825
JPBRUTWP,LPHPPJUG,1258825
JERHKLYW,LPHPPJUG,1231556
OXKURKXR,LPHPPJUG,1258825
IGDVVKUD,LPHPPJUG,1258825
HCDTGMST,LPHPPJUG,1231556
OKMBFVKS,LPHPPJUG,1258825
WBLJNPZQ,LPHPPJUG,1231687
XUOIQPFL,LRVGFDFM,6606227
ATLDMDBO,LRVGFDFM,6606227
WBLJNPZQ,LRVGFDFM,6606227
VUAFAIYJ,LRVGFDFM,6606227
DBWLZWNK,LRVGFDFM,6606227
QRKRBYJL,LRVGFDFM,6606227
WHPUAOID,LRVGFDFM,6606227
SDWAYPIK,LRVGFDFM,6606227
QVLMOEYE,LRVGFDFM,6606227
CCLHWFWF,LRVGFDFM,6606227
IGDVVKUD,LRVGFDFM,6606227
VWMBASNE,LRVGFDFM,6606227
LSOIUSXD,LRVGFDFM,6606227
BUZIIBYG,LRVGFDFM,6606227
FRHNWLNI,LRVGFDFM,6606227
FCYBOAXC,LRVGFDFM,6606227
ROACSLMG,LRVGFDFM,6606227
VBYCLTYZ,LRVGFDFM,6606227
QKXNTIIB,LRVGFDFM,6606227
GYHKIVQT,LRVGFDFM,6606227
CCLHWFWF,LSOIUSXD,105947
UGEQLMXM,LSOIUSXD,105947
LLHREMKS,LSOIUSXD,105947
LRVGFDFM,LSOIUSXD,105947
WBLJNPZQ,LSOIUSXD,105947
DBWLZWNK,LSOIUSXD,105947
XUOIQPFL,LSOIUSXD,105947
OXKURKXR,LSOIUSXD,105947
FTSVTTSR,LSOIUSXD,105947
FRHNWLNI,LSOIUSXD,105947
FCYBOAXC,LSOIUSXD,108380
DNMPSKTB,LSOIUSXD,105947
ZCELVYQU,LSOIUSXD,105947
JERHKLYW,LSOIUSXD,108380
FDXPMYGF,LSOIUSXD,105947
VUAFAIYJ,LSOIUSXD,105947
XMKRPGLB,LSOIUSXD,106078
ZGJXVMNI,LSOIUSXD,107850
DUCMGGNW,LSOIUSXD,105947
LUENUFGA,LSOIUSXD,108380
ATLDMDBO,LSOIUSXD,105947
KAGJCHMR,LTOYKIML,363441
XMKRPGLB,LTOYKIML,366828
WBLJNPZQ,LTOYKIML,363441
STZDBITS,LTOYKIML,363441
OXKURKXR,LTOYKIML,363441
QKXNTIIB,LTOYKIML,363441
QJQJSWFU,LTOYKIML,364877
FDXPMYGF,LUENUFGA,4119218
SAHWCZNH,LUENUFGA,4119218
AXULOHBQ,LUENUFGA,4119218
XIFHSOWQ,LUENUFGA,4119218
FQCLOEXA,LUENUFGA,4122605
WPQXWHYO,LUENUFGA,4122605
EVBVXETX,LUENUFGA,4122605
HCDTGMST,LUENUFGA,4119218
GYHKIVQT,LUENUFGA,4119218
KEUWZRKO,LUENUFGA,4119218
FRHNWLNI,LUENUFGA,4122605
FCYBOAXC,LUENUFGA,4122605
RJGPVEXX,LUENUFGA,4122605
LPHPPJUG,LUENUFGA,4122605
BSRMSVTC,LUENUFGA,4119218
NZKBIBNU,LUENUFGA,4122605
SUOYXCHP,LUENUFGA,4119218
ZGJXVMNI,LUENUFGA,4122605
BJALXPFS,LUENUFGA,4119218
ZKENOUDA,LUENUFGA,4119348
ZKENOUDA,MBSBZBXA,5410081
ZGJXVMNI,MBSBZBXA,5410081
SAAYMURU,MBSBZBXA,5410081
ZCELVYQU,MBSBZBXA,5410081
LLHREMKS,MBSBZBXA,5410081
RJGPVEXX,MBSBZBXA,5410081
DEWLVASR,MBSBZBXA,5410081
HCDTGMST,MBSBZBXA,5410081
SUOYXCHP,MBSBZBXA,5411517
BJALXPFS,MBSBZBXA,5411517
FTSVTTSR,MBSBZBXA,5410081
FITUEHWN,MBSBZBXA,5410081
GKQIJYDH,MBSBZBXA,5410081
STZDBITS,MBSBZBXA,5410081
XIFHSOWQ,NZKBIBNU,221132
XIPPENFQ,NZKBIBNU,218822
RAWUKQMJ,NZKBIBNU,221132
AXULOHBQ,NZKBIBNU,221132
FQCLOEXA,NZKBIBNU,218822
ZGJXVMNI,NZKBIBNU,218822
HXYSSRXE,NZKBIBNU,221132
GYHKIVQT,NZKBIBNU,221132
LPHPPJUG,NZKBIBNU,218822
KAGJCHMR,NZKBIBNU,218822
WBLJNPZQ,NZKBIBNU,221132
RCBZUSIM,NZKBIBNU,221132
KEUWZRKO,NZKBIBNU,218952
WPQXWHYO,NZKBIBNU,218822
CCLHWFWF,NZKBIBNU,218822
VWMBASNE,NZKBIBNU,221132
EVBVXETX,NZKBIBNU,218822
RJGPVEXX,NZKBIBNU,218822
OXKURKXR,NZKBIBNU,218952
DEWLVASR,OJIFIHMZ,3416832
STZDBITS,OJIFIHMZ,3416832
ZKENOUDA,OJIFIHMZ,3416832
UGEQLMXM,OJIFIHMZ,3418870
HCDTGMST,OJIFIHMZ,3416832
BUZIIBYG,OJIFIHMZ,3416832
SDWAYPIK,OKMBFVKS,1777592
APQGTRMF,OKMBFVKS,1777592
ZKENOUDA,OKMBFVKS,1780979
QRKRBYJL,OKMBFVKS,1777592
DNMPSKTB,OKMBFVKS,1777592
GYHKIVQT,OKMBFVKS,1777592
QVLMOEYE,OKMBFVKS,1777592
DEWLVASR,OKMBFVKS,1780979
ZGJXVMNI,OKMBFVKS,1780979
BEZYMBBT,OKMBFVKS,1777592
BTMOEMEP,OKMBFVKS,1777592
LSOIUSXD,OKMBFVKS,1777592
WBLJNPZQ,OKMBFVKS,1777592
UIFPPCLR,OKMBFVKS,1777592
JPBRUTWP,OKMBFVKS,1777592
VUAFAIYJ,OKMBFVKS,1780979
QJQJSWFU,OKMBFVKS,1777592
AXULOHBQ,OKMBFVKS,1777592
OXKURKXR,OKMBFVKS,1777592
VBYCLTYZ,OKMBFVKS,1777592
JBVHSUWY,OKMBFVKS,1777592
DDEXPPXU,OKMBFVKS,1780979
LPHPPJUG,OKMBFVKS,1780979
BSRMSVTC,OKMBFVKS,1777592
ELQGMQWE,OKMBFVKS,1777722
ROACSLMG,OKMBFVKS,1777592
IGDVVKUD,OKMBFVKS,1777592
UXSPKBJR,OKMBFVKS,1777592
BJALXPFS,OKMBFVKS,1777592
FTSVTTSR,OKMBFVKS,1777722
XUOIQPFL,OXKURKXR,68158
ATLDMDBO,OXKURKXR,68158
LRVGFDFM,OXKURKXR,68158
DNMPSKTB,OXKURKXR,68158
BTMOEMEP,OXKURKXR,68158
QJQJSWFU,OXKURKXR,68158
QRKRBYJL,OXKURKXR,68158
WBLJNPZQ,OXKURKXR,68158
OKMBFVKS,OXKURKXR,68158
QVLMOEYE,OXKURKXR,68158
RCBZUSIM,OXKURKXR,68158
HXYSSRXE,OXKURKXR,68158
SDWAYPIK,OXKURKXR,68158
VBYCLTYZ,OXKURKXR,68158
ROACSLMG,OXKURKXR,68158
JBVHSUWY,OXKURKXR,68158
UGEQLMXM,OXKURKXR,68158
JERHKLYW,OXKURKXR,70590
KJNSOAHR,OXKURKXR,68158
JPBRUTWP,OXKURKXR,68158
BSRMSVTC,OXKURKXR,68158
SDWAYPIK,QJQJSWFU,117951
AXULOHBQ,QJQJSWFU,117951
FQCLOEXA,QJQJSWFU,122362
SUOYXCHP,QJQJSWFU,117951
DNMPSKTB,QJQJSWFU,117951
LRVGFDFM,QJQJSWFU,117951
LPHPPJUG,QJQJSWFU,122362
KEUWZRKO,QJQJSWFU,117951
ZGJXVMNI,QJQJSWFU,121451
QRKRBYJL,QJQJSWFU,117951
OKMBFVKS,QJQJSWFU,117951
FRHNWLNI,QJQJSWFU,117951
BSRMSVTC,QJQJSWFU,117951
QKXNTIIB,QJQJSWFU,117951
JBVHSUWY,QJQJSWFU,117951
LSOIUSXD,QKXNTIIB,2276126
JERHKLYW,QKXNTIIB,2276126
LLHREMKS,QKXNTIIB,2276126
LTOYKIML,QKXNTIIB,2276126
SNHYOVBM,QKXNTIIB,2276126
WBLJNPZQ,QKXNTIIB,2276126
HCDTGMST,QKXNTIIB,2276126
ZXERAXWP,QKXNTIIB,2276126
KAGJCHMR,QKXNTIIB,2276126
CCLHWFWF,QKXNTIIB,2287804
APQGTRMF,QKXNTIIB,2276126
VUAFAIYJ,QKXNTIIB,2276257
VBYCLTYZ,QRKRBYJL,3871988
QVLMOEYE,QRKRBYJL,3871988
UGEQLMXM,QRKRBYJL,3871988
ATLDMDBO,QRKRBYJL,3871988
BTMOEMEP,QRKRBYJL,3871988
UXSPKBJR,QRKRBYJL,3871988
DNMPSKTB,QRKRBYJL,3871988
LRVGFDFM,QRKRBYJL,3871988
SDWAYPIK,QRKRBYJL,3871988
JPBRUTWP,QRKRBYJL,3871988
XUOIQPFL,QRKRBYJL,3871988
KJNSOAHR,QRKRBYJL,3871988
BJALXPFS,QRKRBYJL,3871988
WBLJNPZQ,QRKRBYJL,3871988
GYHKIVQT,QRKRBYJL,3871988
ZGJXVMNI,QRKRBYJL,3875375
OXKURKXR,QRKRBYJL,3871988
EVBVXETX,QRKRBYJL,3871988
ROACSLMG,QRKRBYJL,3871988
UIFPPCLR,QRKRBYJL,3871988
QJQJSWFU,QRKRBYJL,3871988
AHMDUILJ,QRKRBYJL,3871988
IGDVVKUD,QRKRBYJL,3871988
RCBZUSIM,QRKRBYJL,3871988
FRHNWLNI,QRKRBYJL,3871988
WPQXWHYO,QRKRBYJL,3871988
FCYBOAXC,QRKRBYJL,3871988
ZKENOUDA,QRKRBYJL,3872119
ZCELVYQU,QRKRBYJL,3871988
BEZYMBBT,QRKRBYJL,3871988
SDWAYPIK,QVLMOEYE,970739
XUOIQPFL,QVLMOEYE,970739
LRVGFDFM,QVLMOEYE,970739
UGEQLMXM,QVLMOEYE,970739
ATLDMDBO,QVLMOEYE,970739
JPBRUTWP,QVLMOEYE,970739
QRKRBYJL,QVLMOEYE,970739
DNMPSKTB,QVLMOEYE,970739
BTMOEMEP,QVLMOEYE,970739
UXSPKBJR,QVLMOEYE,970739
ZKENOUDA,QVLMOEYE,977739
GYHKIVQT,QVLMOEYE,970739
VBYCLTYZ,QVLMOEYE,970739
ZGJXVMNI,QVLMOEYE,977739
APQGTRMF,QVLMOEYE,970739
AHMDUILJ,QVLMOEYE,970739
KJNSOAHR,QVLMOEYE,970739
OXKURKXR,QVLMOEYE,970739
OKMBFVKS,QVLMOEYE,970739
DEWLVASR,QVLMOEYE,977739
WBLJNPZQ,QVLMOEYE,970739
IGDVVKUD,QVLMOEYE,970739
BJALXPFS,QVLMOEYE,970739
HXYSSRXE,QVLMOEYE,970739
BEZYMBBT,QVLMOEYE,970739
FRHNWLNI,QVLMOEYE,970739
UIFPPCLR,QVLMOEYE,970739
ROACSLMG,QVLMOEYE,970739
LPHPPJUG,QVLMOEYE,970870
ELQGMQWE,QVLMOEYE,970870
VBYCLTYZ,RAWUKQMJ,2909356
QVLMOEYE,RAWUKQMJ,2909356
APQGTRMF,RAWUKQMJ,2909356
BTMOEMEP,RAWUKQMJ,2909356
BEZYMBBT,RAWUKQMJ,2909356
JPBRUTWP,RAWUKQMJ,2909356
QRKRBYJL,RAWUKQMJ,2909356
UXSPKBJR,RAWUKQMJ,2909356
HXYSSRXE,RAWUKQMJ,2909356
SDWAYPIK,RAWUKQMJ,2909356
ATLDMDBO,RAWUKQMJ,2909356
WBLJNPZQ,RAWUKQMJ,2909356
UGEQLMXM,RAWUKQMJ,2909356
UIFPPCLR,RAWUKQMJ,2909356
XUOIQPFL,RAWUKQMJ,2909356
DUCMGGNW,RAWUKQMJ,2909356
LSOIUSXD,RAWUKQMJ,2909356
DBWLZWNK,RAWUKQMJ,2909356
GYHKIVQT,RAWUKQMJ,2909356
DNMPSKTB,RAWUKQMJ,2909356
ZGJXVMNI,RAWUKQMJ,2912743
FRHNWLNI,RAWUKQMJ,2909356
HCDTGMST,RAWUKQMJ,2912743
OKMBFVKS,RAWUKQMJ,2909356
DEWLVASR,RAWUKQMJ,2912743
JERHKLYW,RAWUKQMJ,2912743
RCBZUSIM,RAWUKQMJ,2909356
ROACSLMG,RAWUKQMJ,2909356
ZKENOUDA,RAWUKQMJ,2912743
IGDVVKUD,RAWUKQMJ,2909356
LLHREMKS,RCBZUSIM,27087
VBYCLTYZ,RCBZUSIM,27087
BUZIIBYG,RCBZUSIM,27087
ZXERAXWP,RCBZUSIM,27087
ZCELVYQU,RCBZUSIM,27087
QRKRBYJL,RCBZUSIM,27087
UGEQLMXM,RCBZUSIM,27087
EVBVXETX,RCBZUSIM,27087
UXSPKBJR,RCBZUSIM,27087
JPBRUTWP,RCBZUSIM,27087
SAHWCZNH,RCBZUSIM,33539
FRHNWLNI,RCBZUSIM,27087
OXKURKXR,RCBZUSIM,27087
KJNSOAHR,RCBZUSIM,27087
NZKBIBNU,RCBZUSIM,27087
UIFPPCLR,RCBZUSIM,27087
SAAYMURU,RCBZUSIM,27087
WPQXWHYO,RCBZUSIM,27087
ELQGMQWE,RCBZUSIM,27087
FQCLOEXA,RCBZUSIM,27087
LUENUFGA,RCBZUSIM,27217
HCDTGMST,RCBZUSIM,27217
AXULOHBQ,RJGPVEXX,557504
DNMPSKTB,RJGPVEXX,557504
HXYSSRXE,RJGPVEXX,557504
RAWUKQMJ,RJGPVEXX,557504
KAGJCHMR,RJGPVEXX,552921
ZKENOUDA,RJGPVEXX,552921
ZGJXVMNI,RJGPVEXX,552921
BSRMSVTC,RJGPVEXX,557504
GYHKIVQT,RJGPVEXX,557504
LSOIUSXD,RJGPVEXX,557504
JPBRUTWP,RJGPVEXX,557504
LPHPPJUG,RJGPVEXX,552921
APQGTRMF,RJGPVEXX,557504
ELQGMQWE,RJGPVEXX,552921
BJALXPFS,RJGPVEXX,557504
XIPPENFQ,RJGPVEXX,552921
QVLMOEYE,RJGPVEXX,557504
AHMDUILJ,RJGPVEXX,552921
DEWLVASR,RJGPVEXX,552921
BUZIIBYG,RJGPVEXX,552921
ATLDMDBO,RJGPVEXX,557504
RCBZUSIM,RJGPVEXX,557504
BEZYMBBT,RJGPVEXX,553051
WQMVCOEM,RJGPVEXX,557504
QKXNTIIB,RJGPVEXX,557504
FQCLOEXA,RJGPVEXX,552921
FRHNWLNI,RJGPVEXX,553051
LRVGFDFM,ROACSLMG,2221957
BTMOEMEP,ROACSLMG,2221957
UXSPKBJR,ROACSLMG,2221957
JBVHSUWY,ROACSLMG,2226814
SNHYOVBM,ROACSLMG,2226814
APQGTRMF,ROACSLMG,2226814
RCBZUSIM,ROACSLMG,2226814
FTSVTTSR,SAAYMURU,17950
JERHKLYW,SAAYMURU,17950
JSLXRQOK,SAAYMURU,17950
JBVHSUWY,SAAYMURU,17950
FITUEHWN,SAAYMURU,17950
SUOYXCHP,SAAYMURU,17950
UIFPPCLR,SAAYMURU,18081
QKXNTIIB,SAAYMURU,17950
IGDVVKUD,SAAYMURU,17950
BJALXPFS,SAAYMURU,17950
ZKENOUDA,SAAYMURU,17950
AXULOHBQ,SAHWCZNH,1935598
RCBZUSIM,SAHWCZNH,1935598
HXYSSRXE,SAHWCZNH,1935598
FQCLOEXA,SAHWCZNH,1947276
EVBVXETX,SAHWCZNH,1947276
GYHKIVQT,SAHWCZNH,1935598
LPHPPJUG,SAHWCZNH,1947276
RJGPVEXX,SAHWCZNH,1947276
UXSPKBJR,SAHWCZNH,1947276
WPQXWHYO,SAHWCZNH,1947276
SUOYXCHP,SAHWCZNH,1935598
JPBRUTWP,SAHWCZNH,1935598
FDXPMYGF,SAHWCZNH,1935598
QVLMOEYE,SAHWCZNH,1935598
LUENUFGA,SAHWCZNH,1947276
WQMVCOEM,SAHWCZNH,1935598
RAWUKQMJ,SAHWCZNH,1935598
ZGJXVMNI,SAHWCZNH,1947276
BSRMSVTC,SAHWCZNH,1935598
QRKRBYJL,SAHWCZNH,1935598
DUCMGGNW,SAHWCZNH,1935598
DNMPSKTB,SDWAYPIK,2848913
XUOIQPFL,SDWAYPIK,2848913
LRVGFDFM,SDWAYPIK,2848913
GYHKIVQT,SDWAYPIK,2848913
ATLDMDBO,SDWAYPIK,2848913
ZGJXVMNI,SDWAYPIK,2857452
JPBRUTWP,SDWAYPIK,2848913
VBYCLTYZ,SDWAYPIK,2848913
QRKRBYJL,SDWAYPIK,2848913
HXYSSRXE,SDWAYPIK,2848913
DEWLVASR,SDWAYPIK,2857452
OXKURKXR,SDWAYPIK,2848913
ZKENOUDA,SDWAYPIK,2857452
BEZYMBBT,SDWAYPIK,2848913
ELQGMQWE,SDWAYPIK,2857452
IGDVVKUD,SDWAYPIK,2848913
UGEQLMXM,SDWAYPIK,2848913
BTMOEMEP,SDWAYPIK,2848913
DBWLZWNK,SDWAYPIK,2848913
OKMBFVKS,SDWAYPIK,2848913
UXSPKBJR,SDWAYPIK,2848913
APQGTRMF,SDWAYPIK,2848913
QVLMOEYE,SDWAYPIK,2848913
AXULOHBQ,SDWAYPIK,2848913
KAGJCHMR,SDWAYPIK,2857452
LSOIUSXD,SDWAYPIK,2848913
JBVHSUWY,SDWAYPIK,2848913
RJGPVEXX,SDWAYPIK,2857452
RCBZUSIM,SDWAYPIK,2848913
VMAQSTJE,SDWAYPIK,2848913
XMKRPGLB,SNHYOVBM,441877
QKXNTIIB,SNHYOVBM,441877
ROACSLMG,SNHYOVBM,441877
FTSVTTSR,SNHYOVBM,441877
OJIFIHMZ,SNHYOVBM,441877
WBLJNPZQ,SNHYOVBM,440431
FQCLOEXA,SNHYOVBM,441877
BJALXPFS,SNHYOVBM,441877
BUZIIBYG,SNHYOVBM,440431
XUOIQPFL,SNHYOVBM,442008
FITUEHWN,STZDBITS,23076433
LLHREMKS,STZDBITS,23076433
FTSVTTSR,STZDBITS,23076433
HCDTGMST,STZDBITS,23076433
SUOYXCHP,STZDBITS,23076433
SAAYMURU,STZDBITS,23076433
RAWUKQMJ,STZDBITS,23076433
OJIFIHMZ,STZDBITS,23063392
JSLXRQOK,STZDBITS,23076433
FDXPMYGF,STZDBITS,23076433
ELQGMQWE,STZDBITS,23076433
XMKRPGLB,STZDBITS,23076433
ZXERAXWP,STZDBITS,23076564
FDXPMYGF,SUOYXCHP,13881
IGDVVKUD,SUOYXCHP,13881
LRVGFDFM,SUOYXCHP,13881
SAAYMURU,SUOYXCHP,13881
UXSPKBJR,SUOYXCHP,13881
OKMBFVKS,SUOYXCHP,13881
VBYCLTYZ,SUOYXCHP,13881
HXYSSRXE,SUOYXCHP,13881
WQMVCOEM,SUOYXCHP,13881
JBVHSUWY,SUOYXCHP,13881
OXKURKXR,SUOYXCHP,13881
WBLJNPZQ,SUOYXCHP,13881
FTSVTTSR,SUOYXCHP,13881
CCLHWFWF,SUOYXCHP,13881
ATLDMDBO,SUOYXCHP,13881
RAWUKQMJ,SUOYXCHP,13881
ROACSLMG,SUOYXCHP,13881
MBSBZBXA,SUOYXCHP,13881
BSRMSVTC,SUOYXCHP,13881
AXULOHBQ,SUOYXCHP,13881
EVBVXETX,SUOYXCHP,13881
BTMOEMEP,SUOYXCHP,13881
RCBZUSIM,SUOYXCHP,13881
BUZIIBYG,SUOYXCHP,13881
UGEQLMXM,SUOYXCHP,13881
JPBRUTWP,SUOYXCHP,13881
QVLMOEYE,SUOYXCHP,13881
QKXNTIIB,SUOYXCHP,13881
DNMPSKTB,UGEQLMXM,130445
LLHREMKS,UGEQLMXM,130445
LRVGFDFM,UGEQLMXM,130445
BTMOEMEP,UGEQLMXM,130445
ATLDMDBO,UGEQLMXM,130445
XUOIQPFL,UGEQLMXM,130445
WBLJNPZQ,UGEQLMXM,130445
LUENUFGA,UGEQLMXM,132755
ZCELVYQU,UGEQLMXM,130445
QRKRBYJL,UGEQLMXM,130445
BJALXPFS,UGEQLMXM,130445
OXKURKXR,UGEQLMXM,130445
HXYSSRXE,UGEQLMXM,130445
FRHNWLNI,UGEQLMXM,130445
ZGJXVMNI,UGEQLMXM,132755
IGDVVKUD,UGEQLMXM,130445
VBYCLTYZ,UGEQLMXM,130445
FITUEHWN,UGEQLMXM,130445
EVBVXETX,UGEQLMXM,130445
KJNSOAHR,UGEQLMXM,130445
FTSVTTSR,UGEQLMXM,130445
BUZIIBYG,UGEQLMXM,132755
UXSPKBJR,UGEQLMXM,130445
FDXPMYGF,UGEQLMXM,130445
RAWUKQMJ,UGEQLMXM,130445
VUAFAIYJ,UIFPPCLR,385192
RJGPVEXX,UIFPPCLR,385192
DNMPSKTB,UIFPPCLR,379388
BJALXPFS,UIFPPCLR,379388
LLHREMKS,UIFPPCLR,379388
UGEQLMXM,UIFPPCLR,379388
SDWAYPIK,UIFPPCLR,379388
VBYCLTYZ,UIFPPCLR,379388
APQGTRMF,UIFPPCLR,379388
DUCMGGNW,UIFPPCLR,385192
DBWLZWNK,UIFPPCLR,379388
ZGJXVMNI,UIFPPCLR,379519
QKXNTIIB,UQYUIVVR,4441067
IGDVVKUD,UQYUIVVR,4441067
RJGPVEXX,UQYUIVVR,4441067
GKQIJYDH,UQYUIVVR,4441067
UGEQLMXM,UQYUIVVR,4441067
ZGJXVMNI,UQYUIVVR,4441067
FTSVTTSR,UQYUIVVR,4441067
FCYBOAXC,UQYUIVVR,4441198
HXYSSRXE,UQYUIVVR,4441198
UGEQLMXM,UXSPKBJR,429403
QRKRBYJL,UXSPKBJR,429403
AHMDUILJ,UXSPKBJR,429403
AXULOHBQ,UXSPKBJR,436960
LRVGFDFM,UXSPKBJR,429403
BTMOEMEP,UXSPKBJR,429403
WPQXWHYO,UXSPKBJR,436960
IGDVVKUD,UXSPKBJR,429403
XUOIQPFL,UXSPKBJR,429403
SDWAYPIK,UXSPKBJR,429403
XIFHSOWQ,UXSPKBJR,429403
JPBRUTWP,UXSPKBJR,429403
